1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,1
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,1
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,1
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,1
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,1
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,1
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,1
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,1
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,1
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,1
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,1,0,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,5,30000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,5,80000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,5,160000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,1
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,2
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,3
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,4
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,5
1e6,50,100,100,5,280000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,1
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,2
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,3
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,4
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00002,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00004,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00006,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.00008,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0001,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0002,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0003,48e5,150,1,5
1e6,50,100,100,5,350000,2,-28,-50,-21,40,-8,0.0004,48e5,150,1,5
